id,C1,C2
Clostridium perfringens,1.86056838365897,3.46025252326374
Clostridium disporicum,0.477928489979763,0.562963305412756
Romboutsia sp.,6.16739111444253,6.91696625042211
Escherichia coli,0.462644512104119,2.77745430785248
(o)Lactobacillales sp.,0.463091599518385,0.530795879303817
Epulopiscium sp.,0.0188023905591298,0.083215675614201
Actinomyces sp.,0.139982502187227,0.145012208304224
Enterococcus faecalis,0.0891962364866942,0.14702322081033
Clostridium sp.,0.0457178076751336,0.144173351770281
(c)Bacilli sp.,0.298689959937101,0.336632651189488
Intestinibacter sp.,0.357789477335647,0.458051459842467
Corynebacterium amycolatum,0,0.109281404176146
(o)Euzebyales sp.,0.0756400244752526,0.0826165981093844
Terrisporobacter mayombei,2.52900611536234,2.63799713896331
Fusobacterium canifelinum,0,0.0573987718106567
(o)Pleosporales sp.,0,0.649350649350649
Brachymonas sp.,0,1.05485405589453
Rhodotorula alborubescens-mucilaginosa,0.0724112961622013,0.141843971631206
Staphylococcus epidermidis,0.23082841754296,0.2686005909213
Clostridium paraputrificum,0,0.216548109844355
Pseudomonas sp.,3.28559393428812,3.34399534748473
Candida parapsilosis,0,0.72992700729927
Malassezia restricta,3.7037037037037,4.54545454545455
Cutibacterium acnes,8.731241473397,87.31241473397
(f)Defluviitaleaceae sp.,0,0.0737812802961158
(f)Peptostreptococcaceae sp.,29.2964516959697,100
Fusobacterium sp.,0,0.143125453013482
Fusobacterium russii,0,0.0475027024951441
(f)Aspergillaceae sp.,6.25,6.4343163538874
Actinomyces hordeovulneris,0,0.0718770160954784
Pseudoclavibacter sp.,0.0897666068222621,0.0911315722827447
Propioniciclava sp.,0.333418825339831,0.394820374122742
Capnocytophaga cynodegmi,0,0.0645698773399024
(f)Aerococcaceae sp.,0.274698651269344,0.420774692304705
Clostridium baratii,0.226465364120782,0.231013910499883
Paeniclostridium sordellii,0.00806739874219078,0.0145350525624992
Pasteurella oralis,0.0897666068222621,0.110623350757312
(c)Saccharomycetes sp.,0,0.0560600964233658
Bergeyella zoohelcum,0,0.0640760702229348
Enterococcus faecium,0,0.0433702593319946
(f)Peptococcaceae sp.,0,0.0492000503507391
Peptostreptococcus sp.,1.19288131970501,1.63626884932596
Neisseria shayeganii,0,0.0554733718454042
Acinetobacter johnsonii,1.52230971128609,15.2230971128609
Aspergillus sp.,14.2857142857143,30
Candida sake,0,0.0327314385467241
Malassezia globosa,0,0.335795836131632
Lactococcus lactis,0,0.0231768201402768
Streptococcus parauberis,0,0.0483280816737327
(o)Clostridiales sp.,50.8487480789848,100
Terrisporobacter glycolicus,2.3732091554932,4.61982476641513
(c)Erysipelotrichia sp.,0.205180815593742,0.260947008019687
Phyllobacterium myrsinacearum,20.6887689539964,100
Pasteurella canis,0,0.0487003104644792
Aureobasidium melanogenum,0,0.0556792873051225
Kurtzmaniella zeylanoides,0,0.0657138163298834
Corynebacterium jeikeium,0.517604231841192,5.17604231841192
Bacteroides pyogenes,0.0769428058476532,0.0784515252754064
Porphyromonas cangingivalis,0.856973995271868,2.19123107824437
Porphyromonas sp.,0,1.10020861425216
Tannerella sp.,0.0739434616915989,0.0810705608900723
Staphylococcus hominis,28.3487784330244,100
Fusobacterium gastrosuis,0,0.092833929851491
